RA,DA,RB,DB,R,id,participant_number
2.4,0,2.5,117,0.0,0,412729-412720-42950469
2.5,0,3.4,61,0.0,0,412729-412720-42950469
0.8,0,1.1,53,0.0,0,412729-412720-42950469
1.4,0,3.9,7,1.0,0,412729-412720-42950469
0.6,0,1.1,19,1.0,0,412729-412720-42950469
2.1,0,2.3,160,0.0,0,412729-412720-42950469
0.7,0,1.6,13,1.0,0,412729-412720-42950469
2.5,0,2.7,14,0.0,0,412729-412720-42950469
1.1,0,3.6,162,0.0,0,412729-412720-42950469
1.8,0,2.5,62,0.0,0,412729-412720-42950469
0.5,0,1.4,7,1.0,0,412729-412720-42950469
3.0,0,3.4,119,0.0,0,412729-412720-42950469
1.5,0,1.6,186,0.0,0,412729-412720-42950469
1.2,0,2.2,21,0.0,0,412729-412720-42950469
3.1,0,3.9,91,0.0,0,412729-412720-42950469
2.2,0,2.7,89,0.0,0,412729-412720-42950469
3.6,0,3.9,157,0.0,0,412729-412720-42950469
1.0,0,1.6,29,0.0,0,412729-412720-42950469
1.5,0,3.6,14,1.0,0,412729-412720-42950469
1.3,0,1.4,179,0.0,0,412729-412720-42950469
1.5,0,2.3,30,0.0,0,412729-412720-42950469
1.1,0,1.4,80,0.0,0,412729-412720-42950469
1.9,0,3.4,20,0.0,0,412729-412720-42950469
2.4,0,2.7,111,0.0,0,412729-412720-42950469
2.4,0,3.6,30,0.0,0,412729-412720-42950469
1.0,0,1.1,136,0.0,0,412729-412720-42950469
0.9,0,2.5,7,1.0,0,412729-412720-42950469
2.4,0,2.5,117,0.0,1,412729-412720-42978122
2.5,0,3.4,61,0.0,1,412729-412720-42978122
0.8,0,1.1,53,0.0,1,412729-412720-42978122
1.4,0,3.9,7,0.0,1,412729-412720-42978122
0.6,0,1.1,19,1.0,1,412729-412720-42978122
2.1,0,2.3,160,0.0,1,412729-412720-42978122
0.7,0,1.6,13,1.0,1,412729-412720-42978122
2.5,0,2.7,14,0.0,1,412729-412720-42978122
1.1,0,3.6,162,0.0,1,412729-412720-42978122
1.8,0,2.5,62,0.0,1,412729-412720-42978122
0.5,0,1.4,7,1.0,1,412729-412720-42978122
3.0,0,3.4,119,0.0,1,412729-412720-42978122
1.5,0,1.6,186,0.0,1,412729-412720-42978122
1.2,0,2.2,21,0.0,1,412729-412720-42978122
3.1,0,3.9,91,0.0,1,412729-412720-42978122
2.2,0,2.7,89,0.0,1,412729-412720-42978122
3.6,0,3.9,157,0.0,1,412729-412720-42978122
1.0,0,1.6,29,0.0,1,412729-412720-42978122
1.5,0,3.6,14,1.0,1,412729-412720-42978122
1.3,0,1.4,179,0.0,1,412729-412720-42978122
1.5,0,2.3,30,0.0,1,412729-412720-42978122
1.1,0,1.4,80,0.0,1,412729-412720-42978122
1.9,0,3.4,20,1.0,1,412729-412720-42978122
2.4,0,2.7,111,0.0,1,412729-412720-42978122
2.4,0,3.6,30,0.0,1,412729-412720-42978122
1.0,0,1.1,136,0.0,1,412729-412720-42978122
0.9,0,2.5,7,1.0,1,412729-412720-42978122
2.4,0,2.5,117,0.0,2,412729-412720-42947943
2.5,0,3.4,61,0.0,2,412729-412720-42947943
0.8,0,1.1,53,0.0,2,412729-412720-42947943
1.4,0,3.9,7,0.0,2,412729-412720-42947943
0.6,0,1.1,19,0.0,2,412729-412720-42947943
2.1,0,2.3,160,0.0,2,412729-412720-42947943
0.7,0,1.6,13,0.0,2,412729-412720-42947943
2.5,0,2.7,14,0.0,2,412729-412720-42947943
1.1,0,3.6,162,0.0,2,412729-412720-42947943
1.8,0,2.5,62,0.0,2,412729-412720-42947943
0.5,0,1.4,7,0.0,2,412729-412720-42947943
3.0,0,3.4,119,0.0,2,412729-412720-42947943
1.5,0,1.6,186,0.0,2,412729-412720-42947943
1.2,0,2.2,21,0.0,2,412729-412720-42947943
3.1,0,3.9,91,0.0,2,412729-412720-42947943
2.2,0,2.7,89,0.0,2,412729-412720-42947943
3.6,0,3.9,157,0.0,2,412729-412720-42947943
1.0,0,1.6,29,0.0,2,412729-412720-42947943
1.5,0,3.6,14,0.0,2,412729-412720-42947943
1.3,0,1.4,179,0.0,2,412729-412720-42947943
1.5,0,2.3,30,0.0,2,412729-412720-42947943
1.1,0,1.4,80,0.0,2,412729-412720-42947943
1.9,0,3.4,20,0.0,2,412729-412720-42947943
2.4,0,2.7,111,0.0,2,412729-412720-42947943
2.4,0,3.6,30,0.0,2,412729-412720-42947943
1.0,0,1.1,136,0.0,2,412729-412720-42947943
0.9,0,2.5,7,0.0,2,412729-412720-42947943
2.4,0,2.5,117,0.0,3,412729-412720-43152676
2.5,0,3.4,61,1.0,3,412729-412720-43152676
0.8,0,1.1,53,1.0,3,412729-412720-43152676
1.4,0,3.9,7,1.0,3,412729-412720-43152676
0.6,0,1.1,19,1.0,3,412729-412720-43152676
2.1,0,2.3,160,1.0,3,412729-412720-43152676
0.7,0,1.6,13,1.0,3,412729-412720-43152676
2.5,0,2.7,14,1.0,3,412729-412720-43152676
1.1,0,3.6,162,1.0,3,412729-412720-43152676
1.8,0,2.5,62,1.0,3,412729-412720-43152676
0.5,0,1.4,7,1.0,3,412729-412720-43152676
3.0,0,3.4,119,0.0,3,412729-412720-43152676
1.5,0,1.6,186,0.0,3,412729-412720-43152676
1.2,0,2.2,21,1.0,3,412729-412720-43152676
3.1,0,3.9,91,0.0,3,412729-412720-43152676
2.2,0,2.7,89,0.0,3,412729-412720-43152676
3.6,0,3.9,157,0.0,3,412729-412720-43152676
1.0,0,1.6,29,1.0,3,412729-412720-43152676
1.5,0,3.6,14,1.0,3,412729-412720-43152676
1.3,0,1.4,179,0.0,3,412729-412720-43152676
1.5,0,2.3,30,1.0,3,412729-412720-43152676
1.1,0,1.4,80,0.0,3,412729-412720-43152676
1.9,0,3.4,20,1.0,3,412729-412720-43152676
2.4,0,2.7,111,0.0,3,412729-412720-43152676
2.4,0,3.6,30,1.0,3,412729-412720-43152676
1.0,0,1.1,136,0.0,3,412729-412720-43152676
0.9,0,2.5,7,1.0,3,412729-412720-43152676
2.4,0,2.5,117,0.0,4,412729-412720-42950409
2.5,0,3.4,61,0.0,4,412729-412720-42950409
0.8,0,1.1,53,1.0,4,412729-412720-42950409
1.4,0,3.9,7,1.0,4,412729-412720-42950409
0.6,0,1.1,19,1.0,4,412729-412720-42950409
2.1,0,2.3,160,0.0,4,412729-412720-42950409
0.7,0,1.6,13,1.0,4,412729-412720-42950409
2.5,0,2.7,14,0.0,4,412729-412720-42950409
1.1,0,3.6,162,1.0,4,412729-412720-42950409
1.8,0,2.5,62,1.0,4,412729-412720-42950409
0.5,0,1.4,7,1.0,4,412729-412720-42950409
3.0,0,3.4,119,0.0,4,412729-412720-42950409
1.5,0,1.6,186,0.0,4,412729-412720-42950409
1.2,0,2.2,21,1.0,4,412729-412720-42950409
3.1,0,3.9,91,1.0,4,412729-412720-42950409
2.2,0,2.7,89,0.0,4,412729-412720-42950409
3.6,0,3.9,157,0.0,4,412729-412720-42950409
1.0,0,1.6,29,1.0,4,412729-412720-42950409
1.5,0,3.6,14,1.0,4,412729-412720-42950409
1.3,0,1.4,179,0.0,4,412729-412720-42950409
1.5,0,2.3,30,1.0,4,412729-412720-42950409
1.1,0,1.4,80,0.0,4,412729-412720-42950409
1.9,0,3.4,20,1.0,4,412729-412720-42950409
2.4,0,2.7,111,0.0,4,412729-412720-42950409
2.4,0,3.6,30,1.0,4,412729-412720-42950409
1.0,0,1.1,136,0.0,4,412729-412720-42950409
0.9,0,2.5,7,1.0,4,412729-412720-42950409
2.4,0,2.5,117,0.0,5,412729-412720-42945109
2.5,0,3.4,61,0.0,5,412729-412720-42945109
0.8,0,1.1,53,0.0,5,412729-412720-42945109
1.4,0,3.9,7,1.0,5,412729-412720-42945109
0.6,0,1.1,19,1.0,5,412729-412720-42945109
2.1,0,2.3,160,0.0,5,412729-412720-42945109
0.7,0,1.6,13,1.0,5,412729-412720-42945109
2.5,0,2.7,14,0.0,5,412729-412720-42945109
1.1,0,3.6,162,0.0,5,412729-412720-42945109
1.8,0,2.5,62,0.0,5,412729-412720-42945109
0.5,0,1.4,7,1.0,5,412729-412720-42945109
3.0,0,3.4,119,0.0,5,412729-412720-42945109
1.5,0,1.6,186,0.0,5,412729-412720-42945109
1.2,0,2.2,21,1.0,5,412729-412720-42945109
3.1,0,3.9,91,0.0,5,412729-412720-42945109
2.2,0,2.7,89,0.0,5,412729-412720-42945109
3.6,0,3.9,157,0.0,5,412729-412720-42945109
1.0,0,1.6,29,0.0,5,412729-412720-42945109
1.5,0,3.6,14,1.0,5,412729-412720-42945109
1.3,0,1.4,179,0.0,5,412729-412720-42945109
1.5,0,2.3,30,1.0,5,412729-412720-42945109
1.1,0,1.4,80,0.0,5,412729-412720-42945109
1.9,0,3.4,20,1.0,5,412729-412720-42945109
2.4,0,2.7,111,0.0,5,412729-412720-42945109
2.4,0,3.6,30,1.0,5,412729-412720-42945109
1.0,0,1.1,136,0.0,5,412729-412720-42945109
0.9,0,2.5,7,1.0,5,412729-412720-42945109
2.4,0,2.5,117,0.0,6,412729-412720-43150472
2.5,0,3.4,61,1.0,6,412729-412720-43150472
0.8,0,1.1,53,0.0,6,412729-412720-43150472
1.4,0,3.9,7,1.0,6,412729-412720-43150472
0.6,0,1.1,19,1.0,6,412729-412720-43150472
2.1,0,2.3,160,0.0,6,412729-412720-43150472
0.7,0,1.6,13,1.0,6,412729-412720-43150472
2.5,0,2.7,14,0.0,6,412729-412720-43150472
1.1,0,3.6,162,1.0,6,412729-412720-43150472
1.8,0,2.5,62,1.0,6,412729-412720-43150472
0.5,0,1.4,7,1.0,6,412729-412720-43150472
3.0,0,3.4,119,0.0,6,412729-412720-43150472
1.5,0,1.6,186,0.0,6,412729-412720-43150472
1.2,0,2.2,21,1.0,6,412729-412720-43150472
3.1,0,3.9,91,1.0,6,412729-412720-43150472
2.2,0,2.7,89,0.0,6,412729-412720-43150472
3.6,0,3.9,157,0.0,6,412729-412720-43150472
1.0,0,1.6,29,0.0,6,412729-412720-43150472
1.5,0,3.6,14,1.0,6,412729-412720-43150472
1.3,0,1.4,179,0.0,6,412729-412720-43150472
1.5,0,2.3,30,1.0,6,412729-412720-43150472
1.1,0,1.4,80,0.0,6,412729-412720-43150472
1.9,0,3.4,20,1.0,6,412729-412720-43150472
2.4,0,2.7,111,0.0,6,412729-412720-43150472
2.4,0,3.6,30,1.0,6,412729-412720-43150472
1.0,0,1.1,136,0.0,6,412729-412720-43150472
0.9,0,2.5,7,1.0,6,412729-412720-43150472
2.4,0,2.5,117,0.0,7,412729-412720-42949498
2.5,0,3.4,61,1.0,7,412729-412720-42949498
0.8,0,1.1,53,1.0,7,412729-412720-42949498
1.4,0,3.9,7,1.0,7,412729-412720-42949498
0.6,0,1.1,19,1.0,7,412729-412720-42949498
2.1,0,2.3,160,0.0,7,412729-412720-42949498
0.7,0,1.6,13,1.0,7,412729-412720-42949498
2.5,0,2.7,14,0.0,7,412729-412720-42949498
1.1,0,3.6,162,0.0,7,412729-412720-42949498
1.8,0,2.5,62,1.0,7,412729-412720-42949498
0.5,0,1.4,7,1.0,7,412729-412720-42949498
3.0,0,3.4,119,0.0,7,412729-412720-42949498
1.5,0,1.6,186,0.0,7,412729-412720-42949498
1.2,0,2.2,21,1.0,7,412729-412720-42949498
3.1,0,3.9,91,0.0,7,412729-412720-42949498
2.2,0,2.7,89,0.0,7,412729-412720-42949498
3.6,0,3.9,157,0.0,7,412729-412720-42949498
1.0,0,1.6,29,1.0,7,412729-412720-42949498
1.5,0,3.6,14,1.0,7,412729-412720-42949498
1.3,0,1.4,179,0.0,7,412729-412720-42949498
1.5,0,2.3,30,1.0,7,412729-412720-42949498
1.1,0,1.4,80,0.0,7,412729-412720-42949498
1.9,0,3.4,20,1.0,7,412729-412720-42949498
2.4,0,2.7,111,0.0,7,412729-412720-42949498
2.4,0,3.6,30,1.0,7,412729-412720-42949498
1.0,0,1.1,136,0.0,7,412729-412720-42949498
0.9,0,2.5,7,1.0,7,412729-412720-42949498
2.4,0,2.5,117,0.0,8,412729-412720-43030951
2.5,0,3.4,61,0.0,8,412729-412720-43030951
0.8,0,1.1,53,1.0,8,412729-412720-43030951
1.4,0,3.9,7,0.0,8,412729-412720-43030951
0.6,0,1.1,19,1.0,8,412729-412720-43030951
2.1,0,2.3,160,0.0,8,412729-412720-43030951
0.7,0,1.6,13,1.0,8,412729-412720-43030951
2.5,0,2.7,14,0.0,8,412729-412720-43030951
1.1,0,3.6,162,0.0,8,412729-412720-43030951
1.8,0,2.5,62,0.0,8,412729-412720-43030951
0.5,0,1.4,7,1.0,8,412729-412720-43030951
3.0,0,3.4,119,0.0,8,412729-412720-43030951
1.5,0,1.6,186,1.0,8,412729-412720-43030951
1.2,0,2.2,21,1.0,8,412729-412720-43030951
3.1,0,3.9,91,0.0,8,412729-412720-43030951
2.2,0,2.7,89,0.0,8,412729-412720-43030951
3.6,0,3.9,157,0.0,8,412729-412720-43030951
1.0,0,1.6,29,1.0,8,412729-412720-43030951
1.5,0,3.6,14,0.0,8,412729-412720-43030951
1.3,0,1.4,179,1.0,8,412729-412720-43030951
1.5,0,2.3,30,1.0,8,412729-412720-43030951
1.1,0,1.4,80,1.0,8,412729-412720-43030951
1.9,0,3.4,20,0.0,8,412729-412720-43030951
2.4,0,2.7,111,0.0,8,412729-412720-43030951
2.4,0,3.6,30,0.0,8,412729-412720-43030951
1.0,0,1.1,136,1.0,8,412729-412720-43030951
0.9,0,2.5,7,1.0,8,412729-412720-43030951
2.4,0,2.5,117,0.0,9,412729-412720-42623126
2.5,0,3.4,61,0.0,9,412729-412720-42623126
0.8,0,1.1,53,0.0,9,412729-412720-42623126
1.4,0,3.9,7,1.0,9,412729-412720-42623126
0.6,0,1.1,19,1.0,9,412729-412720-42623126
2.1,0,2.3,160,0.0,9,412729-412720-42623126
0.7,0,1.6,13,1.0,9,412729-412720-42623126
2.5,0,2.7,14,1.0,9,412729-412720-42623126
1.1,0,3.6,162,0.0,9,412729-412720-42623126
1.8,0,2.5,62,0.0,9,412729-412720-42623126
0.5,0,1.4,7,1.0,9,412729-412720-42623126
3.0,0,3.4,119,0.0,9,412729-412720-42623126
1.5,0,1.6,186,0.0,9,412729-412720-42623126
1.2,0,2.2,21,0.0,9,412729-412720-42623126
3.1,0,3.9,91,0.0,9,412729-412720-42623126
2.2,0,2.7,89,0.0,9,412729-412720-42623126
3.6,0,3.9,157,0.0,9,412729-412720-42623126
1.0,0,1.6,29,1.0,9,412729-412720-42623126
1.5,0,3.6,14,1.0,9,412729-412720-42623126
1.3,0,1.4,179,0.0,9,412729-412720-42623126
1.5,0,2.3,30,1.0,9,412729-412720-42623126
1.1,0,1.4,80,0.0,9,412729-412720-42623126
1.9,0,3.4,20,1.0,9,412729-412720-42623126
2.4,0,2.7,111,0.0,9,412729-412720-42623126
2.4,0,3.6,30,0.0,9,412729-412720-42623126
1.0,0,1.1,136,0.0,9,412729-412720-42623126
0.9,0,2.5,7,1.0,9,412729-412720-42623126
2.4,0,2.5,117,0.0,10,412729-412720-43236744
2.5,0,3.4,61,0.0,10,412729-412720-43236744
0.8,0,1.1,53,0.0,10,412729-412720-43236744
1.4,0,3.9,7,1.0,10,412729-412720-43236744
0.6,0,1.1,19,0.0,10,412729-412720-43236744
2.1,0,2.3,160,0.0,10,412729-412720-43236744
0.7,0,1.6,13,1.0,10,412729-412720-43236744
2.5,0,2.7,14,0.0,10,412729-412720-43236744
1.1,0,3.6,162,0.0,10,412729-412720-43236744
1.8,0,2.5,62,0.0,10,412729-412720-43236744
0.5,0,1.4,7,1.0,10,412729-412720-43236744
3.0,0,3.4,119,0.0,10,412729-412720-43236744
1.5,0,1.6,186,0.0,10,412729-412720-43236744
1.2,0,2.2,21,0.0,10,412729-412720-43236744
3.1,0,3.9,91,0.0,10,412729-412720-43236744
2.2,0,2.7,89,0.0,10,412729-412720-43236744
3.6,0,3.9,157,0.0,10,412729-412720-43236744
1.0,0,1.6,29,0.0,10,412729-412720-43236744
1.5,0,3.6,14,1.0,10,412729-412720-43236744
1.3,0,1.4,179,0.0,10,412729-412720-43236744
1.5,0,2.3,30,0.0,10,412729-412720-43236744
1.1,0,1.4,80,0.0,10,412729-412720-43236744
1.9,0,3.4,20,1.0,10,412729-412720-43236744
2.4,0,2.7,111,0.0,10,412729-412720-43236744
2.4,0,3.6,30,0.0,10,412729-412720-43236744
1.0,0,1.1,136,0.0,10,412729-412720-43236744
0.9,0,2.5,7,1.0,10,412729-412720-43236744
2.4,0,2.5,117,0.0,11,412729-412720-43159156
2.5,0,3.4,61,0.0,11,412729-412720-43159156
0.8,0,1.1,53,0.0,11,412729-412720-43159156
1.4,0,3.9,7,1.0,11,412729-412720-43159156
0.6,0,1.1,19,1.0,11,412729-412720-43159156
2.1,0,2.3,160,0.0,11,412729-412720-43159156
0.7,0,1.6,13,0.0,11,412729-412720-43159156
2.5,0,2.7,14,0.0,11,412729-412720-43159156
1.1,0,3.6,162,0.0,11,412729-412720-43159156
1.8,0,2.5,62,1.0,11,412729-412720-43159156
0.5,0,1.4,7,1.0,11,412729-412720-43159156
3.0,0,3.4,119,0.0,11,412729-412720-43159156
1.5,0,1.6,186,0.0,11,412729-412720-43159156
1.2,0,2.2,21,1.0,11,412729-412720-43159156
3.1,0,3.9,91,0.0,11,412729-412720-43159156
2.2,0,2.7,89,0.0,11,412729-412720-43159156
3.6,0,3.9,157,0.0,11,412729-412720-43159156
1.0,0,1.6,29,0.0,11,412729-412720-43159156
1.5,0,3.6,14,1.0,11,412729-412720-43159156
1.3,0,1.4,179,0.0,11,412729-412720-43159156
1.5,0,2.3,30,1.0,11,412729-412720-43159156
1.1,0,1.4,80,0.0,11,412729-412720-43159156
1.9,0,3.4,20,1.0,11,412729-412720-43159156
2.4,0,2.7,111,0.0,11,412729-412720-43159156
2.4,0,3.6,30,0.0,11,412729-412720-43159156
1.0,0,1.1,136,0.0,11,412729-412720-43159156
0.9,0,2.5,7,1.0,11,412729-412720-43159156
2.4,0,2.5,117,0.0,12,412729-412720-42947408
2.5,0,3.4,61,0.0,12,412729-412720-42947408
0.8,0,1.1,53,0.0,12,412729-412720-42947408
1.4,0,3.9,7,1.0,12,412729-412720-42947408
0.6,0,1.1,19,1.0,12,412729-412720-42947408
2.1,0,2.3,160,0.0,12,412729-412720-42947408
0.7,0,1.6,13,1.0,12,412729-412720-42947408
2.5,0,2.7,14,0.0,12,412729-412720-42947408
1.1,0,3.6,162,0.0,12,412729-412720-42947408
1.8,0,2.5,62,1.0,12,412729-412720-42947408
0.5,0,1.4,7,1.0,12,412729-412720-42947408
3.0,0,3.4,119,0.0,12,412729-412720-42947408
1.5,0,1.6,186,0.0,12,412729-412720-42947408
1.2,0,2.2,21,1.0,12,412729-412720-42947408
3.1,0,3.9,91,0.0,12,412729-412720-42947408
2.2,0,2.7,89,0.0,12,412729-412720-42947408
3.6,0,3.9,157,0.0,12,412729-412720-42947408
1.0,0,1.6,29,0.0,12,412729-412720-42947408
1.5,0,3.6,14,1.0,12,412729-412720-42947408
1.3,0,1.4,179,0.0,12,412729-412720-42947408
1.5,0,2.3,30,1.0,12,412729-412720-42947408
1.1,0,1.4,80,0.0,12,412729-412720-42947408
1.9,0,3.4,20,1.0,12,412729-412720-42947408
2.4,0,2.7,111,0.0,12,412729-412720-42947408
2.4,0,3.6,30,1.0,12,412729-412720-42947408
1.0,0,1.1,136,0.0,12,412729-412720-42947408
0.9,0,2.5,7,1.0,12,412729-412720-42947408
2.4,0,2.5,117,0.0,13,412729-412720-42849261
2.5,0,3.4,61,1.0,13,412729-412720-42849261
0.8,0,1.1,53,0.0,13,412729-412720-42849261
1.4,0,3.9,7,1.0,13,412729-412720-42849261
0.6,0,1.1,19,1.0,13,412729-412720-42849261
2.1,0,2.3,160,0.0,13,412729-412720-42849261
0.7,0,1.6,13,1.0,13,412729-412720-42849261
2.5,0,2.7,14,0.0,13,412729-412720-42849261
1.1,0,3.6,162,1.0,13,412729-412720-42849261
1.8,0,2.5,62,0.0,13,412729-412720-42849261
0.5,0,1.4,7,1.0,13,412729-412720-42849261
3.0,0,3.4,119,0.0,13,412729-412720-42849261
1.5,0,1.6,186,0.0,13,412729-412720-42849261
1.2,0,2.2,21,1.0,13,412729-412720-42849261
3.1,0,3.9,91,0.0,13,412729-412720-42849261
2.2,0,2.7,89,0.0,13,412729-412720-42849261
3.6,0,3.9,157,0.0,13,412729-412720-42849261
1.0,0,1.6,29,1.0,13,412729-412720-42849261
1.5,0,3.6,14,1.0,13,412729-412720-42849261
1.3,0,1.4,179,0.0,13,412729-412720-42849261
1.5,0,2.3,30,1.0,13,412729-412720-42849261
1.1,0,1.4,80,0.0,13,412729-412720-42849261
1.9,0,3.4,20,1.0,13,412729-412720-42849261
2.4,0,2.7,111,0.0,13,412729-412720-42849261
2.4,0,3.6,30,1.0,13,412729-412720-42849261
1.0,0,1.1,136,0.0,13,412729-412720-42849261
0.9,0,2.5,7,1.0,13,412729-412720-42849261
2.4,0,2.5,117,0.0,14,412729-412720-43185971
2.5,0,3.4,61,1.0,14,412729-412720-43185971
0.8,0,1.1,53,0.0,14,412729-412720-43185971
1.4,0,3.9,7,1.0,14,412729-412720-43185971
0.6,0,1.1,19,0.0,14,412729-412720-43185971
2.1,0,2.3,160,0.0,14,412729-412720-43185971
0.7,0,1.6,13,1.0,14,412729-412720-43185971
2.5,0,2.7,14,1.0,14,412729-412720-43185971
1.1,0,3.6,162,0.0,14,412729-412720-43185971
1.8,0,2.5,62,0.0,14,412729-412720-43185971
0.5,0,1.4,7,1.0,14,412729-412720-43185971
3.0,0,3.4,119,0.0,14,412729-412720-43185971
1.5,0,1.6,186,0.0,14,412729-412720-43185971
1.2,0,2.2,21,1.0,14,412729-412720-43185971
3.1,0,3.9,91,0.0,14,412729-412720-43185971
2.2,0,2.7,89,0.0,14,412729-412720-43185971
3.6,0,3.9,157,0.0,14,412729-412720-43185971
1.0,0,1.6,29,0.0,14,412729-412720-43185971
1.5,0,3.6,14,1.0,14,412729-412720-43185971
1.3,0,1.4,179,0.0,14,412729-412720-43185971
1.5,0,2.3,30,1.0,14,412729-412720-43185971
1.1,0,1.4,80,0.0,14,412729-412720-43185971
1.9,0,3.4,20,1.0,14,412729-412720-43185971
2.4,0,2.7,111,0.0,14,412729-412720-43185971
2.4,0,3.6,30,0.0,14,412729-412720-43185971
1.0,0,1.1,136,0.0,14,412729-412720-43185971
0.9,0,2.5,7,1.0,14,412729-412720-43185971
2.4,0,2.5,117,0.0,15,412729-412720-42728009
2.5,0,3.4,61,1.0,15,412729-412720-42728009
0.8,0,1.1,53,0.0,15,412729-412720-42728009
1.4,0,3.9,7,1.0,15,412729-412720-42728009
0.6,0,1.1,19,0.0,15,412729-412720-42728009
2.1,0,2.3,160,0.0,15,412729-412720-42728009
0.7,0,1.6,13,1.0,15,412729-412720-42728009
2.5,0,2.7,14,0.0,15,412729-412720-42728009
1.1,0,3.6,162,0.0,15,412729-412720-42728009
1.8,0,2.5,62,0.0,15,412729-412720-42728009
0.5,0,1.4,7,1.0,15,412729-412720-42728009
3.0,0,3.4,119,0.0,15,412729-412720-42728009
1.5,0,1.6,186,0.0,15,412729-412720-42728009
1.2,0,2.2,21,0.0,15,412729-412720-42728009
3.1,0,3.9,91,0.0,15,412729-412720-42728009
2.2,0,2.7,89,0.0,15,412729-412720-42728009
3.6,0,3.9,157,0.0,15,412729-412720-42728009
1.0,0,1.6,29,1.0,15,412729-412720-42728009
1.5,0,3.6,14,1.0,15,412729-412720-42728009
1.3,0,1.4,179,0.0,15,412729-412720-42728009
1.5,0,2.3,30,1.0,15,412729-412720-42728009
1.1,0,1.4,80,0.0,15,412729-412720-42728009
1.9,0,3.4,20,1.0,15,412729-412720-42728009
2.4,0,2.7,111,0.0,15,412729-412720-42728009
2.4,0,3.6,30,1.0,15,412729-412720-42728009
1.0,0,1.1,136,0.0,15,412729-412720-42728009
0.9,0,2.5,7,1.0,15,412729-412720-42728009
2.4,0,2.5,117,1.0,16,412729-412720-43159566
2.5,0,3.4,61,1.0,16,412729-412720-43159566
0.8,0,1.1,53,1.0,16,412729-412720-43159566
1.4,0,3.9,7,1.0,16,412729-412720-43159566
0.6,0,1.1,19,1.0,16,412729-412720-43159566
2.1,0,2.3,160,1.0,16,412729-412720-43159566
0.7,0,1.6,13,1.0,16,412729-412720-43159566
2.5,0,2.7,14,1.0,16,412729-412720-43159566
1.1,0,3.6,162,1.0,16,412729-412720-43159566
1.8,0,2.5,62,1.0,16,412729-412720-43159566
0.5,0,1.4,7,1.0,16,412729-412720-43159566
3.0,0,3.4,119,1.0,16,412729-412720-43159566
1.5,0,1.6,186,1.0,16,412729-412720-43159566
1.2,0,2.2,21,1.0,16,412729-412720-43159566
3.1,0,3.9,91,1.0,16,412729-412720-43159566
2.2,0,2.7,89,1.0,16,412729-412720-43159566
3.6,0,3.9,157,1.0,16,412729-412720-43159566
1.0,0,1.6,29,1.0,16,412729-412720-43159566
1.5,0,3.6,14,1.0,16,412729-412720-43159566
1.3,0,1.4,179,1.0,16,412729-412720-43159566
1.5,0,2.3,30,1.0,16,412729-412720-43159566
1.1,0,1.4,80,1.0,16,412729-412720-43159566
1.9,0,3.4,20,1.0,16,412729-412720-43159566
2.4,0,2.7,111,1.0,16,412729-412720-43159566
2.4,0,3.6,30,1.0,16,412729-412720-43159566
1.0,0,1.1,136,1.0,16,412729-412720-43159566
0.9,0,2.5,7,1.0,16,412729-412720-43159566
2.4,0,2.5,117,0.0,17,412729-412720-42643280
2.5,0,3.4,61,0.0,17,412729-412720-42643280
0.8,0,1.1,53,0.0,17,412729-412720-42643280
1.4,0,3.9,7,1.0,17,412729-412720-42643280
0.6,0,1.1,19,0.0,17,412729-412720-42643280
2.1,0,2.3,160,0.0,17,412729-412720-42643280
0.7,0,1.6,13,1.0,17,412729-412720-42643280
2.5,0,2.7,14,0.0,17,412729-412720-42643280
1.1,0,3.6,162,0.0,17,412729-412720-42643280
1.8,0,2.5,62,0.0,17,412729-412720-42643280
0.5,0,1.4,7,1.0,17,412729-412720-42643280
3.0,0,3.4,119,0.0,17,412729-412720-42643280
1.5,0,1.6,186,0.0,17,412729-412720-42643280
1.2,0,2.2,21,0.0,17,412729-412720-42643280
3.1,0,3.9,91,0.0,17,412729-412720-42643280
2.2,0,2.7,89,0.0,17,412729-412720-42643280
3.6,0,3.9,157,0.0,17,412729-412720-42643280
1.0,0,1.6,29,0.0,17,412729-412720-42643280
1.5,0,3.6,14,1.0,17,412729-412720-42643280
1.3,0,1.4,179,0.0,17,412729-412720-42643280
1.5,0,2.3,30,0.0,17,412729-412720-42643280
1.1,0,1.4,80,0.0,17,412729-412720-42643280
1.9,0,3.4,20,0.0,17,412729-412720-42643280
2.4,0,2.7,111,0.0,17,412729-412720-42643280
2.4,0,3.6,30,0.0,17,412729-412720-42643280
1.0,0,1.1,136,0.0,17,412729-412720-42643280
0.9,0,2.5,7,1.0,17,412729-412720-42643280
2.4,0,2.5,117,0.0,18,412729-412720-42623443
2.5,0,3.4,61,0.0,18,412729-412720-42623443
0.8,0,1.1,53,0.0,18,412729-412720-42623443
1.4,0,3.9,7,0.0,18,412729-412720-42623443
0.6,0,1.1,19,1.0,18,412729-412720-42623443
2.1,0,2.3,160,0.0,18,412729-412720-42623443
0.7,0,1.6,13,1.0,18,412729-412720-42623443
2.5,0,2.7,14,0.0,18,412729-412720-42623443
1.1,0,3.6,162,0.0,18,412729-412720-42623443
1.8,0,2.5,62,0.0,18,412729-412720-42623443
0.5,0,1.4,7,1.0,18,412729-412720-42623443
3.0,0,3.4,119,0.0,18,412729-412720-42623443
1.5,0,1.6,186,0.0,18,412729-412720-42623443
