RA,DA,RB,DB,R,id,participant_number
25,0,60,14,1,111,412729-412720-42987809
78,0,80,162,0,111,412729-412720-42987809
40,0,55,62,0,111,412729-412720-42987809
11,0,30,7,1,111,412729-412720-42987809
67,0,75,119,0,111,412729-412720-42987809
34,0,35,186,0,111,412729-412720-42987809
27,0,50,21,1,111,412729-412720-42987809
69,0,85,91,0,111,412729-412720-42987809
49,0,60,89,0,111,412729-412720-42987809
80,0,85,157,0,111,412729-412720-42987809
24,0,35,29,0,111,412729-412720-42987809
33,0,80,14,1,111,412729-412720-42987809
28,0,30,179,0,111,412729-412720-42987809
34,0,50,30,0,111,412729-412720-42987809
25,0,30,80,0,111,412729-412720-42987809
41,0,75,20,1,111,412729-412720-42987809
54,0,60,111,0,111,412729-412720-42987809
54,0,80,30,1,111,412729-412720-42987809
22,0,25,136,0,111,412729-412720-42987809
20,0,55,7,1,111,412729-412720-42987809
54,0,55,117,0,112,412729-412720-42648037
55,0,75,61,1,112,412729-412720-42648037
19,0,25,53,1,112,412729-412720-42648037
31,0,85,7,1,112,412729-412720-42648037
14,0,25,19,1,112,412729-412720-42648037
47,0,50,160,0,112,412729-412720-42648037
15,0,35,13,1,112,412729-412720-42648037
25,0,60,14,1,112,412729-412720-42648037
78,0,80,162,0,112,412729-412720-42648037
40,0,55,62,0,112,412729-412720-42648037
11,0,30,7,1,112,412729-412720-42648037
67,0,75,119,0,112,412729-412720-42648037
34,0,35,186,0,112,412729-412720-42648037
27,0,50,21,1,112,412729-412720-42648037
69,0,85,91,1,112,412729-412720-42648037
49,0,60,89,1,112,412729-412720-42648037
80,0,85,157,0,112,412729-412720-42648037
24,0,35,29,1,112,412729-412720-42648037
33,0,80,14,1,112,412729-412720-42648037
28,0,30,179,0,112,412729-412720-42648037
34,0,50,30,1,112,412729-412720-42648037
25,0,30,80,0,112,412729-412720-42648037
41,0,75,20,1,112,412729-412720-42648037
54,0,60,111,0,112,412729-412720-42648037
54,0,80,30,1,112,412729-412720-42648037
22,0,25,136,0,112,412729-412720-42648037
20,0,55,7,1,112,412729-412720-42648037
54,0,55,117,0,113,412729-412720-42507845
55,0,75,61,0,113,412729-412720-42507845
19,0,25,53,1,113,412729-412720-42507845
31,0,85,7,1,113,412729-412720-42507845
14,0,25,19,0,113,412729-412720-42507845
47,0,50,160,0,113,412729-412720-42507845
15,0,35,13,1,113,412729-412720-42507845
25,0,60,14,1,113,412729-412720-42507845
78,0,80,162,0,113,412729-412720-42507845
40,0,55,62,0,113,412729-412720-42507845
11,0,30,7,1,113,412729-412720-42507845
67,0,75,119,0,113,412729-412720-42507845
34,0,35,186,0,113,412729-412720-42507845
27,0,50,21,1,113,412729-412720-42507845
69,0,85,91,0,113,412729-412720-42507845
49,0,60,89,0,113,412729-412720-42507845
80,0,85,157,0,113,412729-412720-42507845
24,0,35,29,0,113,412729-412720-42507845
33,0,80,14,1,113,412729-412720-42507845
28,0,30,179,0,113,412729-412720-42507845
34,0,50,30,1,113,412729-412720-42507845
25,0,30,80,0,113,412729-412720-42507845
41,0,75,20,1,113,412729-412720-42507845
54,0,60,111,0,113,412729-412720-42507845
54,0,80,30,1,113,412729-412720-42507845
22,0,25,136,0,113,412729-412720-42507845
20,0,55,7,1,113,412729-412720-42507845
54,0,55,117,0,114,412729-412720-42624365
55,0,75,61,0,114,412729-412720-42624365
19,0,25,53,0,114,412729-412720-42624365
31,0,85,7,1,114,412729-412720-42624365
14,0,25,19,0,114,412729-412720-42624365
47,0,50,160,0,114,412729-412720-42624365
15,0,35,13,1,114,412729-412720-42624365
25,0,60,14,1,114,412729-412720-42624365
78,0,80,162,0,114,412729-412720-42624365
40,0,55,62,0,114,412729-412720-42624365
11,0,30,7,1,114,412729-412720-42624365
67,0,75,119,0,114,412729-412720-42624365
34,0,35,186,0,114,412729-412720-42624365
27,0,50,21,0,114,412729-412720-42624365
69,0,85,91,0,114,412729-412720-42624365
49,0,60,89,1,114,412729-412720-42624365
80,0,85,157,0,114,412729-412720-42624365
24,0,35,29,0,114,412729-412720-42624365
33,0,80,14,1,114,412729-412720-42624365
28,0,30,179,0,114,412729-412720-42624365
34,0,50,30,0,114,412729-412720-42624365
25,0,30,80,0,114,412729-412720-42624365
41,0,75,20,1,114,412729-412720-42624365
54,0,60,111,0,114,412729-412720-42624365
54,0,80,30,0,114,412729-412720-42624365
22,0,25,136,0,114,412729-412720-42624365
20,0,55,7,1,114,412729-412720-42624365
54,0,55,117,0,115,412729-412720-42949087
55,0,75,61,0,115,412729-412720-42949087
19,0,25,53,0,115,412729-412720-42949087
31,0,85,7,1,115,412729-412720-42949087
14,0,25,19,1,115,412729-412720-42949087
47,0,50,160,0,115,412729-412720-42949087
15,0,35,13,1,115,412729-412720-42949087
25,0,60,14,1,115,412729-412720-42949087
78,0,80,162,0,115,412729-412720-42949087
40,0,55,62,0,115,412729-412720-42949087
11,0,30,7,1,115,412729-412720-42949087
67,0,75,119,0,115,412729-412720-42949087
34,0,35,186,0,115,412729-412720-42949087
27,0,50,21,1,115,412729-412720-42949087
69,0,85,91,0,115,412729-412720-42949087
49,0,60,89,1,115,412729-412720-42949087
80,0,85,157,0,115,412729-412720-42949087
24,0,35,29,0,115,412729-412720-42949087
33,0,80,14,1,115,412729-412720-42949087
28,0,30,179,0,115,412729-412720-42949087
34,0,50,30,1,115,412729-412720-42949087
25,0,30,80,0,115,412729-412720-42949087
41,0,75,20,1,115,412729-412720-42949087
54,0,60,111,0,115,412729-412720-42949087
54,0,80,30,1,115,412729-412720-42949087
22,0,25,136,0,115,412729-412720-42949087
20,0,55,7,1,115,412729-412720-42949087
54,0,55,117,0,116,412729-412720-43154407
55,0,75,61,1,116,412729-412720-43154407
19,0,25,53,1,116,412729-412720-43154407
31,0,85,7,1,116,412729-412720-43154407
14,0,25,19,1,116,412729-412720-43154407
47,0,50,160,0,116,412729-412720-43154407
15,0,35,13,1,116,412729-412720-43154407
25,0,60,14,1,116,412729-412720-43154407
78,0,80,162,1,116,412729-412720-43154407
40,0,55,62,1,116,412729-412720-43154407
11,0,30,7,1,116,412729-412720-43154407
67,0,75,119,1,116,412729-412720-43154407
34,0,35,186,0,116,412729-412720-43154407
27,0,50,21,1,116,412729-412720-43154407
69,0,85,91,1,116,412729-412720-43154407
49,0,60,89,1,116,412729-412720-43154407
80,0,85,157,0,116,412729-412720-43154407
24,0,35,29,1,116,412729-412720-43154407
33,0,80,14,1,116,412729-412720-43154407
28,0,30,179,0,116,412729-412720-43154407
34,0,50,30,1,116,412729-412720-43154407
25,0,30,80,1,116,412729-412720-43154407
41,0,75,20,1,116,412729-412720-43154407
54,0,60,111,0,116,412729-412720-43154407
54,0,80,30,1,116,412729-412720-43154407
22,0,25,136,0,116,412729-412720-43154407
20,0,55,7,1,116,412729-412720-43154407
54,0,55,117,0,117,412729-412720-42632848
55,0,75,61,1,117,412729-412720-42632848
19,0,25,53,0,117,412729-412720-42632848
31,0,85,7,1,117,412729-412720-42632848
14,0,25,19,1,117,412729-412720-42632848
47,0,50,160,0,117,412729-412720-42632848
15,0,35,13,1,117,412729-412720-42632848
25,0,60,14,1,117,412729-412720-42632848
78,0,80,162,0,117,412729-412720-42632848
40,0,55,62,1,117,412729-412720-42632848
11,0,30,7,1,117,412729-412720-42632848
67,0,75,119,1,117,412729-412720-42632848
34,0,35,186,0,117,412729-412720-42632848
27,0,50,21,1,117,412729-412720-42632848
69,0,85,91,1,117,412729-412720-42632848
49,0,60,89,1,117,412729-412720-42632848
80,0,85,157,0,117,412729-412720-42632848
24,0,35,29,1,117,412729-412720-42632848
33,0,80,14,1,117,412729-412720-42632848
28,0,30,179,0,117,412729-412720-42632848
34,0,50,30,1,117,412729-412720-42632848
25,0,30,80,0,117,412729-412720-42632848
41,0,75,20,1,117,412729-412720-42632848
54,0,60,111,0,117,412729-412720-42632848
54,0,80,30,1,117,412729-412720-42632848
22,0,25,136,0,117,412729-412720-42632848
20,0,55,7,1,117,412729-412720-42632848
54,0,55,117,0,118,412729-412720-42536741
55,0,75,61,1,118,412729-412720-42536741
19,0,25,53,0,118,412729-412720-42536741
31,0,85,7,1,118,412729-412720-42536741
14,0,25,19,1,118,412729-412720-42536741
47,0,50,160,0,118,412729-412720-42536741
15,0,35,13,1,118,412729-412720-42536741
25,0,60,14,1,118,412729-412720-42536741
78,0,80,162,0,118,412729-412720-42536741
40,0,55,62,1,118,412729-412720-42536741
11,0,30,7,1,118,412729-412720-42536741
67,0,75,119,0,118,412729-412720-42536741
34,0,35,186,0,118,412729-412720-42536741
27,0,50,21,1,118,412729-412720-42536741
69,0,85,91,1,118,412729-412720-42536741
49,0,60,89,1,118,412729-412720-42536741
80,0,85,157,0,118,412729-412720-42536741
24,0,35,29,1,118,412729-412720-42536741
33,0,80,14,1,118,412729-412720-42536741
28,0,30,179,0,118,412729-412720-42536741
34,0,50,30,1,118,412729-412720-42536741
25,0,30,80,0,118,412729-412720-42536741
41,0,75,20,1,118,412729-412720-42536741
54,0,60,111,0,118,412729-412720-42536741
54,0,80,30,1,118,412729-412720-42536741
22,0,25,136,0,118,412729-412720-42536741
20,0,55,7,1,118,412729-412720-42536741
54,0,55,117,0,119,412729-412720-42948762
55,0,75,61,0,119,412729-412720-42948762
19,0,25,53,0,119,412729-412720-42948762
31,0,85,7,1,119,412729-412720-42948762
14,0,25,19,1,119,412729-412720-42948762
47,0,50,160,0,119,412729-412720-42948762
15,0,35,13,1,119,412729-412720-42948762
25,0,60,14,1,119,412729-412720-42948762
78,0,80,162,0,119,412729-412720-42948762
40,0,55,62,0,119,412729-412720-42948762
11,0,30,7,1,119,412729-412720-42948762
67,0,75,119,0,119,412729-412720-42948762
34,0,35,186,0,119,412729-412720-42948762
27,0,50,21,1,119,412729-412720-42948762
69,0,85,91,0,119,412729-412720-42948762
49,0,60,89,1,119,412729-412720-42948762
80,0,85,157,0,119,412729-412720-42948762
24,0,35,29,0,119,412729-412720-42948762
33,0,80,14,1,119,412729-412720-42948762
28,0,30,179,0,119,412729-412720-42948762
34,0,50,30,1,119,412729-412720-42948762
25,0,30,80,0,119,412729-412720-42948762
41,0,75,20,1,119,412729-412720-42948762
54,0,60,111,0,119,412729-412720-42948762
54,0,80,30,1,119,412729-412720-42948762
22,0,25,136,0,119,412729-412720-42948762
20,0,55,7,1,119,412729-412720-42948762
54,0,55,117,0,120,412729-412720-42946412
55,0,75,61,1,120,412729-412720-42946412
19,0,25,53,0,120,412729-412720-42946412
31,0,85,7,1,120,412729-412720-42946412
14,0,25,19,1,120,412729-412720-42946412
47,0,50,160,0,120,412729-412720-42946412
15,0,35,13,1,120,412729-412720-42946412
25,0,60,14,1,120,412729-412720-42946412
78,0,80,162,0,120,412729-412720-42946412
40,0,55,62,1,120,412729-412720-42946412
11,0,30,7,1,120,412729-412720-42946412
67,0,75,119,0,120,412729-412720-42946412
34,0,35,186,0,120,412729-412720-42946412
27,0,50,21,1,120,412729-412720-42946412
69,0,85,91,1,120,412729-412720-42946412
49,0,60,89,1,120,412729-412720-42946412
80,0,85,157,0,120,412729-412720-42946412
24,0,35,29,1,120,412729-412720-42946412
33,0,80,14,1,120,412729-412720-42946412
28,0,30,179,0,120,412729-412720-42946412
34,0,50,30,1,120,412729-412720-42946412
25,0,30,80,1,120,412729-412720-42946412
41,0,75,20,1,120,412729-412720-42946412
54,0,60,111,0,120,412729-412720-42946412
54,0,80,30,1,120,412729-412720-42946412
22,0,25,136,0,120,412729-412720-42946412
20,0,55,7,1,120,412729-412720-42946412
54,0,55,117,1,121,412729-412720-42989046
55,0,75,61,1,121,412729-412720-42989046
19,0,25,53,1,121,412729-412720-42989046
31,0,85,7,1,121,412729-412720-42989046
14,0,25,19,1,121,412729-412720-42989046
47,0,50,160,1,121,412729-412720-42989046
15,0,35,13,1,121,412729-412720-42989046
25,0,60,14,1,121,412729-412720-42989046
78,0,80,162,1,121,412729-412720-42989046
40,0,55,62,1,121,412729-412720-42989046
11,0,30,7,1,121,412729-412720-42989046
67,0,75,119,1,121,412729-412720-42989046
34,0,35,186,1,121,412729-412720-42989046
27,0,50,21,1,121,412729-412720-42989046
69,0,85,91,1,121,412729-412720-42989046
49,0,60,89,1,121,412729-412720-42989046
80,0,85,157,1,121,412729-412720-42989046
24,0,35,29,1,121,412729-412720-42989046
33,0,80,14,1,121,412729-412720-42989046
28,0,30,179,1,121,412729-412720-42989046
34,0,50,30,1,121,412729-412720-42989046
25,0,30,80,1,121,412729-412720-42989046
41,0,75,20,1,121,412729-412720-42989046
54,0,60,111,1,121,412729-412720-42989046
54,0,80,30,1,121,412729-412720-42989046
22,0,25,136,1,121,412729-412720-42989046
20,0,55,7,1,121,412729-412720-42989046
54,0,55,117,0,122,412729-412720-43241993
55,0,75,61,1,122,412729-412720-43241993
19,0,25,53,1,122,412729-412720-43241993
31,0,85,7,0,122,412729-412720-43241993
14,0,25,19,1,122,412729-412720-43241993
47,0,50,160,0,122,412729-412720-43241993
15,0,35,13,1,122,412729-412720-43241993
25,0,60,14,0,122,412729-412720-43241993
78,0,80,162,0,122,412729-412720-43241993
40,0,55,62,0,122,412729-412720-43241993
11,0,30,7,0,122,412729-412720-43241993
67,0,75,119,1,122,412729-412720-43241993
34,0,35,186,0,122,412729-412720-43241993
27,0,50,21,0,122,412729-412720-43241993
69,0,85,91,1,122,412729-412720-43241993
49,0,60,89,0,122,412729-412720-43241993
80,0,85,157,1,122,412729-412720-43241993
24,0,35,29,1,122,412729-412720-43241993
33,0,80,14,0,122,412729-412720-43241993
28,0,30,179,1,122,412729-412720-43241993
34,0,50,30,1,122,412729-412720-43241993
25,0,30,80,1,122,412729-412720-43241993
41,0,75,20,0,122,412729-412720-43241993
54,0,60,111,1,122,412729-412720-43241993
54,0,80,30,1,122,412729-412720-43241993
22,0,25,136,0,122,412729-412720-43241993
20,0,55,7,1,122,412729-412720-43241993
54,0,55,117,0,123,412729-412720-42945993
55,0,75,61,0,123,412729-412720-42945993
19,0,25,53,0,123,412729-412720-42945993
31,0,85,7,1,123,412729-412720-42945993
14,0,25,19,1,123,412729-412720-42945993
47,0,50,160,0,123,412729-412720-42945993
15,0,35,13,0,123,412729-412720-42945993
25,0,60,14,1,123,412729-412720-42945993
78,0,80,162,0,123,412729-412720-42945993
40,0,55,62,0,123,412729-412720-42945993
11,0,30,7,1,123,412729-412720-42945993
67,0,75,119,0,123,412729-412720-42945993
34,0,35,186,0,123,412729-412720-42945993
27,0,50,21,0,123,412729-412720-42945993
69,0,85,91,0,123,412729-412720-42945993
49,0,60,89,0,123,412729-412720-42945993
80,0,85,157,0,123,412729-412720-42945993
24,0,35,29,0,123,412729-412720-42945993
33,0,80,14,1,123,412729-412720-42945993
28,0,30,179,0,123,412729-412720-42945993
34,0,50,30,0,123,412729-412720-42945993
25,0,30,80,0,123,412729-412720-42945993
41,0,75,20,0,123,412729-412720-42945993
54,0,60,111,0,123,412729-412720-42945993
54,0,80,30,0,123,412729-412720-42945993
22,0,25,136,0,123,412729-412720-42945993
20,0,55,7,0,123,412729-412720-42945993
54,0,55,117,1,124,412729-412720-43152268
55,0,75,61,1,124,412729-412720-43152268
19,0,25,53,1,124,412729-412720-43152268
31,0,85,7,1,124,412729-412720-43152268
14,0,25,19,1,124,412729-412720-43152268
47,0,50,160,1,124,412729-412720-43152268
15,0,35,13,1,124,412729-412720-43152268
25,0,60,14,1,124,412729-412720-43152268
78,0,80,162,1,124,412729-412720-43152268
40,0,55,62,1,124,412729-412720-43152268
11,0,30,7,1,124,412729-412720-43152268
67,0,75,119,1,124,412729-412720-43152268
34,0,35,186,1,124,412729-412720-43152268
27,0,50,21,1,124,412729-412720-43152268
69,0,85,91,1,124,412729-412720-43152268
49,0,60,89,1,124,412729-412720-43152268
80,0,85,157,1,124,412729-412720-43152268
24,0,35,29,1,124,412729-412720-43152268
33,0,80,14,1,124,412729-412720-43152268
28,0,30,179,1,124,412729-412720-43152268
34,0,50,30,1,124,412729-412720-43152268
25,0,30,80,1,124,412729-412720-43152268
41,0,75,20,1,124,412729-412720-43152268
54,0,60,111,1,124,412729-412720-43152268
54,0,80,30,1,124,412729-412720-43152268
22,0,25,136,1,124,412729-412720-43152268
20,0,55,7,1,124,412729-412720-43152268
54,0,55,117,0,125,412729-412720-42509420
55,0,75,61,0,125,412729-412720-42509420
19,0,25,53,0,125,412729-412720-42509420
31,0,85,7,1,125,412729-412720-42509420
14,0,25,19,0,125,412729-412720-42509420
47,0,50,160,0,125,412729-412720-42509420
15,0,35,13,0,125,412729-412720-42509420
25,0,60,14,1,125,412729-412720-42509420
78,0,80,162,0,125,412729-412720-42509420
40,0,55,62,0,125,412729-412720-42509420
11,0,30,7,1,125,412729-412720-42509420
67,0,75,119,0,125,412729-412720-42509420
34,0,35,186,0,125,412729-412720-42509420
27,0,50,21,0,125,412729-412720-42509420
69,0,85,91,0,125,412729-412720-42509420
49,0,60,89,0,125,412729-412720-42509420
80,0,85,157,0,125,412729-412720-42509420
24,0,35,29,0,125,412729-412720-42509420
33,0,80,14,1,125,412729-412720-42509420
28,0,30,179,0,125,412729-412720-42509420
34,0,50,30,0,125,412729-412720-42509420
25,0,30,80,0,125,412729-412720-42509420
41,0,75,20,1,125,412729-412720-42509420
54,0,60,111,0,125,412729-412720-42509420
54,0,80,30,0,125,412729-412720-42509420
22,0,25,136,0,125,412729-412720-42509420
20,0,55,7,1,125,412729-412720-42509420
54,0,55,117,0,126,412729-412720-42945971
55,0,75,61,1,126,412729-412720-42945971
19,0,25,53,0,126,412729-412720-42945971
31,0,85,7,1,126,412729-412720-42945971
14,0,25,19,1,126,412729-412720-42945971
47,0,50,160,0,126,412729-412720-42945971
15,0,35,13,1,126,412729-412720-42945971
25,0,60,14,1,126,412729-412720-42945971
78,0,80,162,0,126,412729-412720-42945971
40,0,55,62,0,126,412729-412720-42945971
11,0,30,7,1,126,412729-412720-42945971
67,0,75,119,0,126,412729-412720-42945971
34,0,35,186,0,126,412729-412720-42945971
27,0,50,21,1,126,412729-412720-42945971
69,0,85,91,0,126,412729-412720-42945971
49,0,60,89,0,126,412729-412720-42945971
80,0,85,157,0,126,412729-412720-42945971
24,0,35,29,0,126,412729-412720-42945971
33,0,80,14,1,126,412729-412720-42945971
28,0,30,179,0,126,412729-412720-42945971
34,0,50,30,1,126,412729-412720-42945971
25,0,30,80,0,126,412729-412720-42945971
41,0,75,20,1,126,412729-412720-42945971
54,0,60,111,0,126,412729-412720-42945971
54,0,80,30,1,126,412729-412720-42945971
22,0,25,136,0,126,412729-412720-42945971
20,0,55,7,1,126,412729-412720-42945971
54,0,55,117,0,127,412729-412720-42382394
55,0,75,61,0,127,412729-412720-42382394
19,0,25,53,0,127,412729-412720-42382394
31,0,85,7,1,127,412729-412720-42382394
14,0,25,19,0,127,412729-412720-42382394
47,0,50,160,0,127,412729-412720-42382394
15,0,35,13,1,127,412729-412720-42382394
25,0,60,14,1,127,412729-412720-42382394
78,0,80,162,0,127,412729-412720-42382394
40,0,55,62,0,127,412729-412720-42382394
11,0,30,7,1,127,412729-412720-42382394
67,0,75,119,0,127,412729-412720-42382394
34,0,35,186,0,127,412729-412720-42382394
27,0,50,21,0,127,412729-412720-42382394
69,0,85,91,0,127,412729-412720-42382394
49,0,60,89,0,127,412729-412720-42382394
80,0,85,157,0,127,412729-412720-42382394
24,0,35,29,0,127,412729-412720-42382394
33,0,80,14,1,127,412729-412720-42382394
28,0,30,179,0,127,412729-412720-42382394
34,0,50,30,0,127,412729-412720-42382394
25,0,30,80,0,127,412729-412720-42382394
41,0,75,20,0,127,412729-412720-42382394
54,0,60,111,0,127,412729-412720-42382394
54,0,80,30,0,127,412729-412720-42382394
22,0,25,136,0,127,412729-412720-42382394
20,0,55,7,1,127,412729-412720-42382394
54,0,55,117,0,128,412729-412720-42949835
55,0,75,61,0,128,412729-412720-42949835
19,0,25,53,0,128,412729-412720-42949835
31,0,85,7,1,128,412729-412720-42949835
14,0,25,19,1,128,412729-412720-42949835
47,0,50,160,0,128,412729-412720-42949835
15,0,35,13,1,128,412729-412720-42949835
25,0,60,14,1,128,412729-412720-42949835
78,0,80,162,0,128,412729-412720-42949835
40,0,55,62,0,128,412729-412720-42949835
11,0,30,7,1,128,412729-412720-42949835
67,0,75,119,0,128,412729-412720-42949835
34,0,35,186,0,128,412729-412720-42949835
27,0,50,21,1,128,412729-412720-42949835
69,0,85,91,0,128,412729-412720-42949835
49,0,60,89,0,128,412729-412720-42949835
80,0,85,157,0,128,412729-412720-42949835
24,0,35,29,0,128,412729-412720-42949835
33,0,80,14,1,128,412729-412720-42949835
28,0,30,179,0,128,412729-412720-42949835
34,0,50,30,1,128,412729-412720-42949835
25,0,30,80,0,128,412729-412720-42949835
41,0,75,20,1,128,412729-412720-42949835
54,0,60,111,0,128,412729-412720-42949835
54,0,80,30,1,128,412729-412720-42949835
22,0,25,136,0,128,412729-412720-42949835
20,0,55,7,1,128,412729-412720-42949835
54,0,55,117,0,129,412729-412720-42944996
55,0,75,61,1,129,412729-412720-42944996
19,0,25,53,0,129,412729-412720-42944996
31,0,85,7,1,129,412729-412720-42944996
14,0,25,19,1,129,412729-412720-42944996
47,0,50,160,0,129,412729-412720-42944996
15,0,35,13,1,129,412729-412720-42944996
25,0,60,14,1,129,412729-412720-42944996
78,0,80,162,0,129,412729-412720-42944996
40,0,55,62,0,129,412729-412720-42944996
11,0,30,7,1,129,412729-412720-42944996
67,0,75,119,0,129,412729-412720-42944996
34,0,35,186,0,129,412729-412720-42944996
27,0,50,21,1,129,412729-412720-42944996
69,0,85,91,1,129,412729-412720-42944996
49,0,60,89,1,129,412729-412720-42944996
80,0,85,157,0,129,412729-412720-42944996
24,0,35,29,1,129,412729-412720-42944996
33,0,80,14,1,129,412729-412720-42944996
28,0,30,179,0,129,412729-412720-42944996
34,0,50,30,1,129,412729-412720-42944996
25,0,30,80,0,129,412729-412720-42944996
41,0,75,20,1,129,412729-412720-42944996
54,0,60,111,0,129,412729-412720-42944996
54,0,80,30,1,129,412729-412720-42944996
22,0,25,136,0,129,412729-412720-42944996
20,0,55,7,1,129,412729-412720-42944996
54,0,55,117,0,130,412729-412720-42648305
55,0,75,61,1,130,412729-412720-42648305
19,0,25,53,0,130,412729-412720-42648305
31,0,85,7,1,130,412729-412720-42648305
14,0,25,19,1,130,412729-412720-42648305
47,0,50,160,0,130,412729-412720-42648305
15,0,35,13,1,130,412729-412720-42648305
25,0,60,14,1,130,412729-412720-42648305
78,0,80,162,0,130,412729-412720-42648305
40,0,55,62,1,130,412729-412720-42648305
11,0,30,7,1,130,412729-412720-42648305
67,0,75,119,0,130,412729-412720-42648305
34,0,35,186,0,130,412729-412720-42648305
27,0,50,21,1,130,412729-412720-42648305
69,0,85,91,0,130,412729-412720-42648305
49,0,60,89,0,130,412729-412720-42648305
80,0,85,157,0,130,412729-412720-42648305
24,0,35,29,1,130,412729-412720-42648305
33,0,80,14,1,130,412729-412720-42648305
28,0,30,179,0,130,412729-412720-42648305
34,0,50,30,1,130,412729-412720-42648305
25,0,30,80,0,130,412729-412720-42648305
41,0,75,20,1,130,412729-412720-42648305
54,0,60,111,0,130,412729-412720-42648305
54,0,80,30,1,130,412729-412720-42648305
22,0,25,136,0,130,412729-412720-42648305
20,0,55,7,1,130,412729-412720-42648305
54,0,55,117,0,131,412729-412720-42946930
55,0,75,61,0,131,412729-412720-42946930
19,0,25,53,0,131,412729-412720-42946930
31,0,85,7,1,131,412729-412720-42946930
14,0,25,19,0,131,412729-412720-42946930
47,0,50,160,0,131,412729-412720-42946930
15,0,35,13,1,131,412729-412720-42946930
25,0,60,14,1,131,412729-412720-42946930
78,0,80,162,0,131,412729-412720-42946930
40,0,55,62,0,131,412729-412720-42946930
11,0,30,7,1,131,412729-412720-42946930
67,0,75,119,0,131,412729-412720-42946930
34,0,35,186,0,131,412729-412720-42946930
27,0,50,21,1,131,412729-412720-42946930
69,0,85,91,0,131,412729-412720-42946930
49,0,60,89,0,131,412729-412720-42946930
80,0,85,157,0,131,412729-412720-42946930
24,0,35,29,0,131,412729-412720-42946930
33,0,80,14,1,131,412729-412720-42946930
28,0,30,179,0,131,412729-412720-42946930
34,0,50,30,0,131,412729-412720-42946930
25,0,30,80,0,131,412729-412720-42946930
41,0,75,20,1,131,412729-412720-42946930
54,0,60,111,0,131,412729-412720-42946930
54,0,80,30,1,131,412729-412720-42946930
22,0,25,136,0,131,412729-412720-42946930
20,0,55,7,1,131,412729-412720-42946930
54,0,55,117,0,132,412729-412720-42633621
55,0,75,61,1,132,412729-412720-42633621
19,0,25,53,0,132,412729-412720-42633621
31,0,85,7,1,132,412729-412720-42633621
14,0,25,19,1,132,412729-412720-42633621
47,0,50,160,0,132,412729-412720-42633621
15,0,35,13,1,132,412729-412720-42633621
25,0,60,14,1,132,412729-412720-42633621
78,0,80,162,0,132,412729-412720-42633621
40,0,55,62,0,132,412729-412720-42633621
11,0,30,7,1,132,412729-412720-42633621
67,0,75,119,0,132,412729-412720-42633621
34,0,35,186,0,132,412729-412720-42633621
27,0,50,21,1,132,412729-412720-42633621
69,0,85,91,0,132,412729-412720-42633621
49,0,60,89,0,132,412729-412720-42633621
80,0,85,157,0,132,412729-412720-42633621
24,0,35,29,1,132,412729-412720-42633621
33,0,80,14,1,132,412729-412720-42633621
28,0,30,179,0,132,412729-412720-42633621
34,0,50,30,1,132,412729-412720-42633621
25,0,30,80,0,132,412729-412720-42633621
41,0,75,20,1,132,412729-412720-42633621
54,0,60,111,0,132,412729-412720-42633621
54,0,80,30,1,132,412729-412720-42633621
22,0,25,136,0,132,412729-412720-42633621
20,0,55,7,1,132,412729-412720-42633621
54,0,55,117,0,133,412729-412720-42624281
55,0,75,61,1,133,412729-412720-42624281
19,0,25,53,0,133,412729-412720-42624281
31,0,85,7,1,133,412729-412720-42624281
14,0,25,19,1,133,412729-412720-42624281
47,0,50,160,0,133,412729-412720-42624281
15,0,35,13,1,133,412729-412720-42624281
25,0,60,14,1,133,412729-412720-42624281
78,0,80,162,0,133,412729-412720-42624281
40,0,55,62,0,133,412729-412720-42624281
11,0,30,7,1,133,412729-412720-42624281
67,0,75,119,0,133,412729-412720-42624281
34,0,35,186,0,133,412729-412720-42624281
27,0,50,21,1,133,412729-412720-42624281
69,0,85,91,0,133,412729-412720-42624281
49,0,60,89,0,133,412729-412720-42624281
80,0,85,157,0,133,412729-412720-42624281
24,0,35,29,0,133,412729-412720-42624281
33,0,80,14,1,133,412729-412720-42624281
28,0,30,179,0,133,412729-412720-42624281
34,0,50,30,0,133,412729-412720-42624281
25,0,30,80,0,133,412729-412720-42624281
41,0,75,20,1,133,412729-412720-42624281
54,0,60,111,0,133,412729-412720-42624281
54,0,80,30,1,133,412729-412720-42624281
22,0,25,136,0,133,412729-412720-42624281
20,0,55,7,1,133,412729-412720-42624281
54,0,55,117,0,134,412729-412720-42946551
55,0,75,61,1,134,412729-412720-42946551
19,0,25,53,0,134,412729-412720-42946551
31,0,85,7,1,134,412729-412720-42946551
14,0,25,19,0,134,412729-412720-42946551
47,0,50,160,0,134,412729-412720-42946551
15,0,35,13,1,134,412729-412720-42946551
25,0,60,14,1,134,412729-412720-42946551
78,0,80,162,0,134,412729-412720-42946551
40,0,55,62,0,134,412729-412720-42946551
11,0,30,7,1,134,412729-412720-42946551
67,0,75,119,0,134,412729-412720-42946551
34,0,35,186,0,134,412729-412720-42946551
27,0,50,21,1,134,412729-412720-42946551
69,0,85,91,0,134,412729-412720-42946551
49,0,60,89,0,134,412729-412720-42946551
80,0,85,157,0,134,412729-412720-42946551
24,0,35,29,0,134,412729-412720-42946551
33,0,80,14,1,134,412729-412720-42946551
28,0,30,179,0,134,412729-412720-42946551
34,0,50,30,1,134,412729-412720-42946551
